key,image,label,sentence
2_425,2_425_u,0.0,"  We couldn't keep our eyes off each other all night and then every once and a while y'know, he'd kinda lean over and stroke my hair and touch my neck. Okay, stop it Phoebe, you're getting me all tingly. All I could think of was y'know, ""Is he gonna kiss me? Is he gonna kiss me?"" And did he?"
1_S12E01_297,1_S12E01_297_u,1.0,"  Morning, sunshine. So I see you're making espresso. Yup. Just need that extra jolt for a successful day of ballbusting."
1_S12E01_248,1_S12E01_248_u,1.0,"  Hey, check out what Neil deGrasse Tyson just tweeted. ""I've been informed that some random, attention-seeking nobody took a cheap shot at me on the local news."" That's me. Guys, he's talking about me! You know, I cut you a lot of slack cause you come from another country, but you've been here a long time."
2_161,2_161_u,1.0,  Can you give me a closer look so that I can see the price? I can see it from right here. It'll cost you one husband.
2_531,2_531_u,0.0,"  Yeah, I mean I was up sick all night. Yeah me too, all night. Really?! How come we didn't cross paths? Yeah well that's because uh .. I stayed in my room. Yeah, you don't want to look in my hamper."
1_6627,1_6627_u,0.0,"  That was a really nice dinner. I'm glad you asked me out again. Me, too; I missed you. You see me all the time. You sure you just don't miss the sex? Well, yeah, sex with you is pretty great. Have you ever tried it?"
1_3766,1_3766_u,1.0,"  I honestly don't care. Really? Because every time we've talked about unusual animal genitals, you've always had some pretty strong and controversial opinions. What do you want from me? I just don't give a rat's ass. Would that be a giant rat's ass? For the record, giant rats are possible. Can we please talk about something else? Maybe something vaguely related to life as we know it on this planet?"
3_S01E06_054,3_S01E06_054_u,0.0,"  Excuse me, Mr. Carver? Yeah, uh, people refer to me as The Carver, but no one actually calls me that. It's, uh, what people call a screen name. You know. I'm Kevin. Okay, Kevin, um, we're from Pied Piper, we spoke earlier. - Yeah, so you guys are fucked, huh? - No. No, we're not fucked. Yes, we are totally fucked."
3_S06E03_366,3_S06E03_366_u,1.0,"  You guys, there's really no other option. -Yes, there is. -What? No. Okay, if Hooli won't sell us Foxhole... -we could just buy Hooli. -(laughs) Right. Yeah. The-the same way we can buy America and everything in it."
1_8746,1_8746_u,1.0,"  So what'd you think? It was good. That's it? ""Good""? I enjoyed it. When you told me I was going to be ""losing my virginity,"" I didn't think you meant showing me "" Raiders of the Lost Ark "" for the first time."
2_392,2_392_u,1.0,  Because I met somebody who would be perfect for you. Ah you see perfect might be a problem. Had you said co-dependent or self-destructive.
2_338,2_338_u,1.0,"  Scott scott come back. You have to realize that we are a bunch of people with severe problems. We have been trying to help ourselves, just like you have been trying to help yourself. That's why we need to help each other. I mean, you seem like a decent guy. And I am sure every person here really really wants you to join our group."
2_549,2_549_u,0.0,  Honey the Miami vice sound track? Really?
1_S12E16_140,1_S12E16_140_u,1.0,"  I'm almost positive I heard William Shatner. I wonder who else is playing. I-I bet we can use graph theory to determine who Wil knows and who is likely to play D&D. Yes. Okay, obviously he's connected to the whole Next Gen cast... So this is the rest of our night, huh? Oh, no, this is the rest of our lives."
1_S12E01_150,1_S12E01_150_u,0.0,"  Man, that is one hot weather girl. How come if I say that I get in trouble? You want to say it? You can say it."
1_S12E17_195,1_S12E17_195_u,1.0,"  They're still asleep. Apparently, when I put someone down for a nap, they sleep hard. That's a weird brag, Howard. (doorbell rings) I'll get it. Bernadette thinks I have poor parenting skills. (chuckles) Maybe she's basing that on your poor husbanding skills."
3_S01E03_517,3_S01E03_517_u,0.0,"  Hi. Who is this? You're not gonna believe this, but this is me. Time is a sphere and I've been reincarnated during the same time period in which I exist. Yes, but where did he come from? From the future, obviously. Also, from a parking lot at a gas station in Sonora. He ate the whole bag of gold caps. Awesome!"
1_2198,1_2198_u,1.0,"  See, by attaching RFID tags to my clothing, it will enable my laptop to read and identify the items with this wand. I will then cross-reference them against destination, anticipated activity spectrum, weather conditions, duration of trip, et cetera. That does sound much simpler. How long is this going to take? Assuming I can keep up this pace, three hours, 11 minutes. Plus however long it takes to conclude this fairly pointless conversation."
1_S12E12_371,1_S12E12_371_u,1.0,"  Really? Zack wanted you to donate your genetic material for his baby? Yeah. So I'd be helping out a couple who really want a baby, and they were gonna pay us, and Penny freaked out about it. That doesn't make any sense. I know. They wanted you?"
1_S12E23_488,1_S12E23_488_u,1.0,  - You pick up your dresses? AMY: Yep. The tailor had to take mine in and let Penny's out. Best day of my life. What about the day you met me? I stand by my statement.
2_449,2_449_u,1.0,"  Oh Oh car car. Its Ross on one of his drives What is he doing here? He is saving your butt. Unless ofcourse I am stepping on some toes here, in which case I can just mosey on. I have plenty of people to help in the interstate. Oh no, now its not gonna make any sense"
1_S12E09_307,1_S12E09_307_u,1.0,"  Okay, so walk up to that chest and push X. X. Push X. Which one's X? The one with the X on it. Take it easy, I'm new at this. What, the alphabet?"
1_S09E10_065,1_S09E10_065_u,1.0,"  Yeah. So you have a song stuck in your head. It happens to everybody. Well, I'm not everybody. I have an eidetic memory. I should be able to remember what song this is, but I can't. Something's wrong with me. I told you if we were patient, he'd figure it out for himself."
3_S01E03_359,3_S01E03_359_u,0.0,"  What about, Dwarfism 2.0? Where's Dwarfism 1.0? Just in the world. Oh. That's prejudice. - That's hurtful. - I'm sorry. Small, come back now, you hear? Interesting. Hey! That is not Cherry Garcia."
1_2842,1_2842_u,0.0,"  So, what do you guys do? Oh, you know, Goth stuff. Goth magazines, Goth music."
1_S09E04_074,1_S09E04_074_u,0.0,  Have you seen this Archie comic? It's actually Archie versus Predator. How could Archie defeat Predator?
2_49,2_49_u,0.0,"  When that guy was robbing us and I was locked in the entertainment unit for like six hours, do you know what I was doing there in all that time? I was thinking about how I let you down. Yeah. But if I had known what kind of friend you would turn out to be, I wouldn't have worried about it so much. See you around! Wait! Just wait one second. There has to be something that I can do, something. If we still had that entertainment unit, I would get in there for six hours and think about  how I let you down. We got a box."
2_589,2_589_u,1.0,"  I am sorry I think I can walk the rest of the way now just give me my boots. I don't have your boots Well I don't have them either, where are they? Well why don't you check in one of my saddle bags while I chew on a bale of hay."
1_S12E06_248,1_S12E06_248_u,1.0,  What do you think you're doing? I thought it was clear. I'm being unnecessarily hurtful but with a sweet voice. And I don't understand what's going on because I went to MIT.
1_S09E07_135,1_S09E07_135_u,1.0,"  Look, I don't even think you can take this wall down 'cause it's load-bearing. Well, it's easy to find out, just go into the crawlspace under the house and check. When is your visa up?"
2_112,2_112_u,1.0,"  I just want to go back to my cell, cause in my cell I can smoke. Smoke away! I think this is probably why Damone smokes in his cell alone."
2_484,2_484_u,1.0,"  Your tailor, is a very bad man. Frankie what are you talking about? Hey, whats going on? Joey' trailer took advantage of me No way, I have been going to the guy for twelve years Oh c'mon, he said he was gonna do my inseam, then he ran his hand, up my leg and then there was definite What? Cupping. That's how they do pants. First they go up they move it over, then they go up the other side and move it back, then they do the rear. What? Ross will you tell them? Isn't that how a tailor measures ? Yes yes it is! In Prison!!"
1_6835,1_6835_u,0.0,"  The painting is a constant reminder that of the three of us, she is the least cool. Yeah, that's... that's what it is, so... You have such a good heart. Yeah... I try. Come on. Whoa, whoa, where are we going? We're going to go put this painting back up in your apartment. Well, what about Bernadette? Oh, screw her. She's just lucky we let her hang out with us."
2_288,2_288_u,1.0,"  Whoa ostralopificus isn't supposed to be in that display. No, no, Homohabilus was erect, Ostralopificus was never fully erect. Maybe he was nervous."
1_S11E10_240,1_S11E10_240_u,1.0,"  Neither of them will be the actual cake. I'm just using it as a bargaining chip to get Amy to agree to the whole wedding party getting rings from wheelchairs to robots. I forget, which mental hospital are you guys registered at?"
3_S03E04_437,3_S03E04_437_u,0.0,"  Well, what you did took incredible guts. And the fact that it probably won't make any difference makes it all the more meaningful. Right, I saw this nature documentary where a bison fought a lion to protect the rest of the herd. And it was so moving. Um, it didn't work, the lion, uh, tore into the bison and then laid waste to the herd, but what courage. Thank you, Jared."
1_8042,1_8042_u,0.0,"  Here you go. Great. Come on in. What, you don't say thank you? It's my suitcase.
I lent it to you two years ago. Well, then, I should tell you I broke the wheel and the handle. So, is everyone from Bernadette's company going to Vegas? No, just me, her and a couple of the big wigs. It's part of a bonus she got."
1_11253,1_11253_u,0.0,"  Who will stand between us and flag ignorance"""" I know I was thinking that.
Is this a show on flags or mind reading? But the truth is I can no longer balance a full-time career, a popular Internet show, and a girlfriend. And he really does have one, you jerks on the comment board. So as they say, all good things must come to an end."
2_168,2_168_u,1.0,  Are you kidding me? Joey Joey Joey Joey! Did I wake you?
1_S11E22_205,1_S11E22_205_u,1.0,"  Hello, Leonard. Hi. Are you doing anything? No. I'm just sitting here at my desk typing on my computer for nothing."
1_8452,1_8452_u,1.0,"  Probably because I didn't read the instructions.
No wrapper's going to tell me what to do. Unless his name is Jay-Z. Is something going on? What do you mean? Well, you're acting all weird.
And I'm pretty weird, so I think I know what I'm talking about. I don't know. Maybe it's all those steroids I've been taking. I think I'm gonna go. Thank you for the burrito and the pork rinds and the 20-minute lecture on why monster trucks are better than regular trucks."
2_172,2_172_u,1.0,"  You liked it? You really liked it? Oh-ho-ho, yeah! Which part exactly? The whole thing! Can we go?"
3_S03E01_185,3_S03E01_185_u,0.0,  Did you tell Richard you were out? No. Did you? No.
1_S12E06_316,1_S12E06_316_u,1.0,"  I think Howard hurting my feelings has in some ways made me a better person. Hmm. Look at you, improving on perfection. How so?"
1_4290,1_4290_u,0.0,  Would you have opened the door if you knew it was me? Not since I found out the teddy bear you gave me had a webcam in it. I just have a question. Does Bernadette ever talk about me?
1_11021,1_11021_u,1.0,"  So, what are you working on these days? I'm studying one-celled organisms to try and find the neurochemicals that lead to the feeling of shame. What would a one-celled organism have to be embarrassed about? Same as all of us, getting out of a car without underwear."
2_518,2_518_u,1.0,"  Okay, lets find these birds. Wait wait, you hear that? There are in the table? That can't be good We have to get them out of there how? Maybe we can lure them out, you know of any bird calls? Oh tons. I am quite the woodsman."
1_S12E23_576,1_S12E23_576_u,1.0,"  ""Your majesties, members of the Nobel Academy-- ""when I was a young boy growing up in East Texas ""I always knew I'd wind up on this stage, ""and everybody who said I wouldn't looks ""pretty darn foolish right now. I'm talking about you, high school science teacher Mr. Hubert Givens..."" Sheldon, Sheldon. Why are you talking so fast? I'm trying to get my speech down to 90 minutes. Nobody's gonna be able to understand a word you're saying. Welcome to my life."
2_48,2_48_u,0.0,"  I didn't know he could get me fired! What am I going to do? Well y'know Joey, you're a pretty charming guy. Thanks, but I kinda have a problem to deal with here."
1_8052,1_8052_u,1.0,"  I swear, that man is the most egotistical, insufferable human being I have ever met. Yeah, but you two make such a cute couple. Like Burt and Ernie. You guys even teach me stuff about words and numbers."
2_1,2_1_u,0.0,"  You know what I knew something like this is gonna happen What are you doing? Chandler, you can't just go back a phase Yes you can. You're thinking about time, you can't go back in time."
2_162,2_162_u,0.0,"  No-no-no. I don't have a son named Jordie. We all agreed, my son's name is Jamie. Well, Jamie was the name of Susan's first girlfriend, so we went back to Jordie. What? Whoa, whoa whoa whoa, what do you mean, Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp."
2_341,2_341_u,1.0,"  I remember when we first got engaged. Oh, I don't think I ever heard that story. Well, I'd gotten Judy pregnant. I still don't know how that happened."
1_3545,1_3545_u,1.0,"  There's a 39.95 lover's special at P.F. Chang's. Egg rolls, dumplings, bottomless wok, and you get your picture taken on the big marble horse out front. Given that Saint Valentine was a third century Roman priest who was stoned and beheaded, wouldn't a more appropriate celebration of the evening be taking one's steady gal to witness a brutal murder? I understand your point, but given a choice, Jews always go with Chinese food."
1_S10E14_032,1_S10E14_032_u,1.0,"  Hey. Hey, boys. How's it going? Well, I thought we were having a nice conversation, but it turns out, i was being offensive. So, normal. Yeah--"
3_S05E06_207,3_S05E06_207_u,0.0,"  Danny over there is going to be reviewing your code, and keeping the results completely confidential. Jared... I believe we all know who's the better coder anyway."
1_60,1_60_u,1.0,  I never would have identified the fingerprints of string theory in the aftermath of the Big Bang. My apologies. What's your plan? It's just a privilege to watch your mind at work.
1_S12E03_095,1_S12E03_095_u,0.0,"  Wow, you really are good at this. Well, I'’ve spent a lot of time painting D&Dminiatures. I know that makes you want to rip my shirt off, but wait until your nails are dry. [PHONE CHIMES] Oh, it'’s Raj. He sent us that Indian marriage questionnaire."
1_S12E06_412,1_S12E06_412_u,1.0,"  Sheldon, you sure you're ready for this? - This movie's pretty scary. - . Please I'm an adult. I think I can handle it. That's what you said about the butterfly pavilion at the zoo."
1_11055,1_11055_u,1.0,"  A gallant man would defend his fiance for being called a urethra. Can we please change the subject? Well, that didn't go your way. Dr. Lorvis, what are you doing here? Uh, well, actually I came to see you. Really? Why? Ah, that's a good question. Apparently someone was being awfully flirty while not wearing their engagement ring, causing another someone to show up here thinking the first someone might be available."
1_S11E10_297,1_S11E10_297_u,0.0,"  Hey. You look good today. What happened? What's wrong? Just tell me. I can take it. Nothing. I felt bad about being mean to you, so I'm being nice. Oh, okay. Sorry. I wasn't ready for it. Try again."
1_S10E08_131,1_S10E08_131_u,1.0,"  Huh, they screwed up and gave us steamed broccoli. Oh, no, that's mine. Really? The last green thing I saw you eat was a Skittle."
1_5211,1_5211_u,1.0,"  Um, no. You should get one. What's that? It appears to be something preserved between two pieces of acrylic. Oh, it's a snowflake from the North Pole. Leonard gave it to me last year. Oh, God, that is so romantic. Yeah, it was. Leonard's really one of a kind. Saying that while holding a snowflake is a bit heavy-handed, don't you think?"
1_2616,1_2616_u,1.0,"  Of course not. I'm a theoretical physicist.
A career I chose in no small part because it's indoors, but if I'm able to detect slow-moving magnetic monopoles there, I will be the scientis to confirm string theory. People will write books about me. Third-graders will create macaroni-art dioramas depicting scenes from my life. Sure, maybe a tableau of me trying to pummel you to death."
1_7082,1_7082_u,0.0,"  This man became my whole world. Yeah, nice speech, Francine. I'm not done, but thank you. I think back.... ...to all the good times we had, like, uh, when we went camping and spent that night telling each other all our secrets. I told him I'm addicted to pedicures and he told me he lost his virginity to his cousin."
2_310,2_310_u,1.0,"  Hey, I need you to set me up for a joke. Later when Monica is around I need you to ask me about firetrucks I don't know Chandler, I am not so good with remembering lines. Well thank God your livelihood doesn't depend on it."
3_S03E01_431,3_S03E01_431_u,1.0,"  - You wrote some of it. - You know what? We're gonna stay, and we're gonna build Pied Piper just to prove you wrong. Okay. Thank you for the solidarity by the way, and sticking with your friend. You know what, ERLICH? You can tell Barker to go fuck himself, so I can go to Flutterbeam and then watch these two assholes crash and burn trying to build out Pied Piper by themselves. This'll be great. (SIGHS) Great timing, guys. Thank you so much. Premium stuff, Dinesh."
2_54,2_54_u,1.0,"  Yes! And he said really mean things that were only partly true. I'm gonna go down there and teach that guy a lesson. Joey, please don't do that. I think it's best that we just forget about it. That's easy for you to say, you weren't almost just killed."
2_177,2_177_u,1.0,  Um-hmm. Oh wait! This is Bonnie. Hi! This is Bonnie?  This is Bonnie?  You're Bonnie? I can show you an ID if you want?
1_S10E09_081,1_S10E09_081_u,0.0,  (knocking) You busy? There's somebody out here who wants to meet you. Who is it? Say hello to everybody's little friend-- remote control Stephen Hawking!
1_6534,1_6534_u,0.0,"  I don't think there's anything in this jewelry store that Amy would appreciate more than the humidifier we were just looking at at Sears. Oh, my God, now I know what I sound like to you when I say stupid stuff. Ooh, a pocket watch. Okay, I don't think Amy wants a pocket watch. No, but maybe she wants a man with a pocket watch."
2_405,2_405_u,0.0,"  Okay, that-that's all for today. Oh, uh does anyone know where the Freeman building is? Yeah, it's the new building on Avenue A. I'm supposed to teach a graduate seminar there in ten minutes."
2_506,2_506_u,0.0,"  Oh, I must've said that after you left. Said what? Exactly. That you enjoyed the occasional drink .. ing binge. Oh my God!! Ohh, that is it! I'm leaving! You are just a horrible person!"
1_1732,1_1732_u,1.0,  Oh no What? You were right. Your larynx is terribly inflamed. I've never seen anything like it.
2_258,2_258_u,1.0,"  Hey So how was Joan? Broke up with her Why Don't tell me, because of the big nostril thing? I am telling you, when she leaned back, I could see her brain"
1_S12E18_030,1_S12E18_030_u,1.0,"  All my friends hanging out, watching Ellen. It's like, what am I gonna do with my other two wishes? It's not nice. She's having on the scientists who are trying to steal our Nobel Prize. Although I will enjoy watching her expose Pemberton and Campbell for the coattail-riding frauds that they are. That is Ellen's brand, gotcha journalism. Yeah, you should've seen her take down John Krasinski last week. Got him to admit he loved his wife. It was brutal."
1_7186,1_7186_u,0.0,"  and she makes me Froot Loops. Go with gay story, people are more accepting of that. Actually, Froot Loops just got married to a girl. Congratulations. Thanks, we decided to do it before the launch. You and Mrs. Loops have a big wedding? Not exactly. Listen, if you don't mind, I'm not really up for chatting. I'm just going to sit here quietly and let my life flash before my eyes."
1_S11E07_381,1_S11E07_381_u,0.0,"  What do you want, Sheldon? I would like us to work together again. I promise to keep my geology comments to myself, because while some of them are funny, all of them are mean. Well, this is awkward. Leonard, what are you doing here? Bert asked for my help."
2_267,2_267_u,0.0,"  Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with. You guys would never want to go to a lecture with me. Pa-haa!! I would love to go with you. Really!?"
1_3177,1_3177_u,0.0,"  We did it. We have the west coast feed of hbo. Ooh,real sex. Big deal. Every time I watch that show, it's old women putting condoms on cucumbers. All right,let's see what's on the east coast feed. Dune. Not a great movie, but look at that beautiful desert."
1_4576,1_4576_u,0.0,"  ""And Absolon hath kist hir nether ye, ""and Nicholas is scalded in the towte.
This tale is doon, and God save al the rowte."" What the hell was that? Bernadette dared me to tell a dirty story. ""The Miller's Tale"" by Chaucer is the dirtiest story I know. It would have been hidden in sock drawers if people in the 14th century had worn socks."
2_420,2_420_u,1.0,"  Okay you are right, I am in love with Joey's girlfriend. What? How is that possible? You barely know her. I don't know. I can't . I just, I can't get her out of my head you know. I am a very bad person. I am a horrible person. No you are not Chandler, we still love you Chandler"
1_S12E03_061,1_S12E03_061_u,0.0,"  Enjoying your book? So much. Why do you keep poking at it? Fine, I'’m shopping on my phone. You'’re the one who said you wanted to read more."
2_94,2_94_u,0.0,"  I can't believe you'd rather go out with him than me. Would you excuse me, please? I'm trying to have a date here. Fine, just stop thinking about me. Can't do it, can you?"
3_S04E04_363,3_S04E04_363_u,1.0,  Where'd you get those sunglasses? Did they come with the car? These are from your mom.
2_440,2_440_u,1.0,"  You are dead meat I didn't know it was a big secret. No its not big, not at all. Kind of the same lines as, I don't know, having a third nipple!"
2_286,2_286_u,1.0,"  And sometimes I may be away longer, like this. But I'll still always come back, like this. And sometimes I would want you to steal third, and I'll go like this."
1_4639,1_4639_u,0.0,"  and pump it into his mom's Camry. Yeah, that's great. It's a funny story. Moving on. And Donnie was a rocket scientist compared to that boy who wanted to get beer pong into the olympics. What was his name, sweetheart? Curtis, and I'm pretty sure he was joking. I don't know. That petition looked real to me. Yeah, okay, I think this ends the ex-boyfriend portion of our evening. Well, I'm just glad you finally found yourself a keeper."
3_S01E04_327,3_S01E04_327_u,1.0,"  Because Gavin believes in this Japanese form of management where not being assigned is the most shameful outcome. Yeah, it does feel uncomfortable. Give it a week or two, you'll get, like, numb to it. Well, why are you guys still coming in? Rest and vest. Oh... Because in order to fully vest your options, you've gotta wait until your contracts are up. - I get it. - You catch on slow. You'll fit right in here."
1_S09E03_241,1_S09E03_241_u,0.0,  When did you learn how to change a tire? Every self-respecting gentleman should know how in case he comes across a damsel in distress by the side of the road.
1_4850,1_4850_u,0.0,"  Why not ""World's Greatest Engineer""? I'm sorry.
I typed that into the label maker, but I just couldn't press enter. Now down to business. What would it take for you to abandon Leonard and join me in a rival company Unless, of course, the mugs are sufficient, in which case, welcome aboard. We're not quitting on Leonard. I understand. Your loyalty is admirable. But what if I were to up the ante?"
1_S12E23_600,1_S12E23_600_u,1.0,"  All right, bagels down. Before we head to the airport, I'd like to go over a few things. (others groaning) From the moment we step off the plane, each and every one of you is an ambassador for Amy and myself. (quietly): I told you these tickets weren't free."
1_7089,1_7089_u,1.0,"  after you had a snootful of this, laddie! Funny. You boys have a nice time? Yeah, it was great. Low-key, like I promised. 
No hanky-panky, no strippers.
Just the guys telling jokes. That's nice. How about you? Did you have a fun night?  Yeah, we, uh, made gift bags, had wine, and then went online and saw this."
1_S10E04_007,1_S10E04_007_u,1.0,"  There was water everywhere. It was such a mess. That stinks. How long are you out of the apartment? About five weeks. Ugh! Did you lose anything valuable? Well, the pipe was over my closet, so all my clothes are gone. Oh, so nothing. Great."
2_235,2_235_u,0.0,  Helo! Anybody in there order a celebrity? What was that? Oh he is just a crazy guy who roams the halls here. He is great with kids though! Is he alright out there by himself? You can't make this stuff up!
1_5212,1_5212_u,0.0,"  Baby, you're not that kind Don't go breaking my heart Anybody do ""Walking on Sunshine"" yet? No Dibs. I'm sorry, Sheldon bought a loom and learned how to weave?"
1_S11E08_195,1_S11E08_195_u,0.0,"  What do you want to watch? Oh, why don't you pick. Okay, how about comedy? Eh, I already laughed today. I know. It was when I stubbed my toe."
2_407,2_407_u,0.0,"  Well, Joshua's coming in tomorrow and since I don't have the guts to ask him out, I'm going to sell him a coat and put this note in the pocket. Oh yeah? Joshua, give me a call sometime, guys like you never go out of style. Hey!"
1_S09E04_015,1_S09E04_015_u,0.0,"  Why are you taking your bins over there? That's just where I need them. You know, she doesn't have a lot of closet space. What's wrong with your closet? Uh... Well, honey, you know, now that Leonard and I are married, it kind of makes sense that we actually live together."
2_438,2_438_u,1.0,"  Chandler, I think I am sick Really? Struck down in the prime of life."
2_537,2_537_u,0.0,"  Our eyes are closed and we're about to cross the street. Very good. Okayyyyy, open up! What did you want to show us? Because all I can see is this bitchin van"
3_S04E05_320,3_S04E05_320_u,0.0,"  I am so fucked. This girl is gonna kill me or get me killed. Do tell. So, she's super attractive, and she's super smart, and she's way into me, like way more than a normal person should be. And sex! There's so much sex! The problem is the part after. When you have to apologize. No. When we do pillow talk. Oh. That's the best part. Everything before that is just foreplay. Not with her. She'll tell me how cute I am, and how into me she is, and how she hacked into Bowman Avenue dam. That was the Iranian Revolutionary Guard."
1_S09E04_342,1_S09E04_342_u,0.0,"  I'm telling you, dude, the song has no groove. You can't dance to it. Who cares? I thought the whole point of Footprints on the Moon was to write songs that make people think."
1_1973,1_1973_u,1.0,"  Ask me why. Do I have to? Of course. That's how you move a conversation forward. Why? The learning opportunities would be abundant. Additionally, I like having my belly scratched. I hope I'm a waitress at the Cheesecake Factory for my whole life."
2_154,2_154_u,0.0,"  Nobody respects the bucket! You wouldn't believe what people put in here! Look! Okay, does this look like a garbage can to you?"
1_S11E06_391,1_S11E06_391_u,0.0,"  Hey, how you doing? What are you doing here? Oh, I just came by, you know, to see if you need any help. Howard and Bernadette asked you to check up on me. That is not entirely true. So did Leonard and... everybody. How irresponsible do you all think I am?"
1_S12E18_225,1_S12E18_225_u,1.0,"  Do you have any cookie dough? Uh, I think so. Let me see. Yeah, we've got, uh, chocolate chip and oatmeal raisin. Oatmeal raisin? I know at least two things wrong with that cookie. It's for the Nobel Laureates. We need them on our side, but unfortunately, Sheldon... No. ""Unfortunately, Sheldon..."" that's all you got to say."
1_S12E11_072,1_S12E11_072_u,1.0,"  Dr. Cooper. Ah, President Siebert. What are you doing in the regular cafeteria? You're a superstar. No offense, worker bees."
2_84,2_84_u,1.0,"  Two week straight and she hasn't smoked since. So how did you guys meet? Oh I was in Mrs. Knight's oh I mean Alice, I was in her Home ED class. And he was my best student. Yes she was my best teacher. If that doesn't keep kids in school, what will?"
2_524,2_524_u,1.0,"  Anyway, if you don't feel like being alone tonight, Joey and Chandler are coming over to help put together my new furniture. Yes and we are ""very"" excited about it."
2_45,2_45_u,1.0,"  Oh fine we will! Is that Paolo? Oh ma no, it was a little girl selling girl scout toilets."
2_107,2_107_u,0.0,  About what? He's planning your birthday party. Oh my God! I love him! You'd better act surprised.
2_317,2_317_u,0.0,"  It has umm, three beautiful bedrooms and ah, no baths. But y'know, the ocean is right there. Knock, knock, knock. Ah, oh, hang on a second. Come in, come in. All right, so think about it, and call me back."
1_3371,1_3371_u,0.0,"  Thank you for driving me back to my hotel. Oh,it's not a problem. I was going to ask Leonard to do it, but he seemed a bit emotionally unstable and you don't want someone like that operating heavy machinery."
2_55,2_55_u,0.0,"  I'm really glad Monica asked us out. I'd love to ask you in, but uh, my sister's visiting and I think she's asleep on the couch. You're sister? You're sister's asleep on the couch? Ohhh! I saw with her on the subway, and now she is asleep on the couch Oh hey, great, you're up. Rachel, this is my sister Krista. Krista, this is Rachel."
2_558,2_558_u,1.0,  Oh wait! Stop! Stop! Stop! Oh I'm sorry! Do you need a break? My boots in tan! Hey! Can you get a little closer so I can see the price? I can see it from right here. It'll cost you one husband.
2_278,2_278_u,0.0,"  I know, it was amazing! I mean, we totally nailed it, it was beautiful. Thank you, listen, thanks a lot Tribbiani, . Oh my God, look at the time, I gotta catch the bus to the ball. Oh well, okay, good luck. : Yeah."
2_556,2_556_u,1.0,"  When their pets pass on, they want them sort of laid out like they are sleeping. But, occassionally theres a person who wants them in a pose like chasing their tail or uh, jumping to catch a frizbee. Joey if I go first, I want to be looking for my keys"
1_S12E10_076,1_S12E10_076_u,0.0,"  - What you eating? - Chicken fried steak. What? You can't have chicken fried steak first thing in the morning. - Hey, you knew I was a bad boy when you married me. Come on, you want a piece of this? You or the steak?"
1_S11E04_067,1_S11E04_067_u,0.0,"  Hey, where are you going? Back to the dry cleaner. Look at this. They didn't get the stain out of my Starfleet uniform. Well, if you didn't make me wear the green body paint in bed, you wouldn't have to get it dry-cleaned so much. Nah, it's worth it."
1_S12E12_086,1_S12E12_086_u,1.0,"  Well, congratulations. Hey, you and Leonard should come over and have dinner with us on our boat. Yeah, that would be so nice. Leonard was just saying how he was hoping to have dinner with one of your ex-boyfriends on his expensive boat."
2_121,2_121_u,1.0,  Probably just misses her mother. It needs to hear a feminine voice. What was I doing? My ben gazara in person?
1_S09E19_044,1_S09E19_044_u,1.0,"  Hey, guys! Hey. Hey. What are you doing here? We heard there were some sexy scientists working hard all weekend. Yeah, so we brought you some lunch and we are gonna go look for 'em."
2_365,2_365_u,0.0,"  And you can see me! Same as yesterday, same as the day before. Is he doing his shark attack bit yet? Nope. Op, wait! There he goes."
2_426,2_426_u,0.0,"  HEY!! Do you Oh come on! Morning's here!  Morning's here! The morning is here! Sunshine is here! I Are you kidding? I love that guy!  Morning's here! Morning is here,"
2_12,2_12_u,0.0,"  It's from France .. In Europe .. Western Europe. Y'know umm, a few years ago I actually was backpacking across Western Europe. Really? Uh-hmm,Wait! It gets better. Um, yeah I was in Barcelona. I studied for a year in Barcelona."
1_4281,1_4281_u,0.0,"  You never told me what happened between you and Bernadette. I did a stupid thing. Yeah, I guessed that. It was the kind of thing that makes it kind of hard to face her now."
1_3649,1_3649_u,0.0,"  Hi. I'm Penny. This is my friend, Sheldon. We're not friends at the moment. Depends on how this goes. Right, right. Anyway, Sheldon here is a huge fan of yours, and he was supposed to meet you the other day at the comic book store, but he kind of ended up in jail. I see. And you thought you'd just come over to my house uninvited? You said we were invited. Oh, no, no, I said I'm inviting you to come with me to Stan Lee's house."
1_1772,1_1772_u,1.0,"  There are always do-overs when my people play sports. Where were you that's more important than Wii bowling night? Actually... It's rhetorical.
There is nothing more important than Wii bowling night. Come on, it's just a video game. And we suck at it. Nice motivational speech from the team captain. Where were you? ""Dave."" Sounds like Leonard's got a new BFF."
1_S10E07_187,1_S10E07_187_u,0.0,"  So, what's the deal with your apartment? Why's it taking so long? Um, it was a drywall problem. Oh, no, what happened? Well, the drywall got wet, and you do not want wet drywall because when drywall gets wet, it's really more... Wet wall? Or damp wall, just as bad. Mm. So why don't they just get more drywall?"
2_27,2_27_u,0.0,"  Yeah, Ross is great. He's uh, he's in a whole other place. No, he's gone. No no, you don't have to fly back, really."
2_319,2_319_u,0.0,"  Okay, I can't imagine, I can't imagine my life without you. Without, without these arms, and your face, and this heart. Your good heart Rach, and, and.... No."
